2515.9499,1442.0474197702642
10,5621,2023-04-27T07:08:54.509995
12,2421,2023-04-27T02:00:54.509996
11,52,2023-04-27T08:12:54.509998
18,588,2023-04-27T05:16:54.509999
18,1290,2023-04-27T07:33:54.510001
7,3003,2023-04-26T22:40:54.510003
20,159,2023-04-26T18:34:54.510004
11,2734,2023-04-27T03:15:54.510006
28,1628,2023-04-27T05:50:54.510008
7,4641,2023-04-27T03:36:54.510009
19,2392,2023-04-26T21:50:54.510011
15,3780,2023-04-27T06:15:54.510012
18,2960,2023-04-27T05:19:54.510014
22,3432,2023-04-26T17:38:54.510016
8,3671,2023-04-26T17:19:54.510017
1,36,2023-04-27T13:04:54.510019
26,1027,2023-04-26T16:23:54.510020
8,772,2023-04-27T04:55:54.510022
16,567,2023-04-26T17:26:54.510023
25,2182,2023-04-26T14:26:54.510025
4,2618,2023-04-26T19:39:54.510027
22,3215,2023-04-26T18:32:54.510028
29,1552,2023-04-27T01:34:54.510030
21,2183,2023-04-26T22:59:54.510032
21,1655,2023-04-27T03:10:54.510033
28,3582,2023-04-27T07:27:54.510035
16,442,2023-04-27T00:10:54.510037
19,156,2023-04-27T12:13:54.510038
2,2935,2023-04-26T21:06:54.510040
7,1481,2023-04-27T05:44:54.510041
9,3492,2023-04-27T06:05:54.510043
15,2901,2023-04-26T14:15:54.510045
14,2208,2023-04-26T13:57:54.510046
25,3650,2023-04-26T18:06:54.510048
24,4388,2023-04-27T12:09:54.510050
26,1632,2023-04-27T07:44:54.510051
20,2087,2023-04-26T15:35:54.510053
15,1216,2023-04-26T16:12:54.510055
6,2468,2023-04-26T20:53:54.510056
0,79,2023-04-26T20:52:54.510058
7,3053,2023-04-27T09:55:54.510060
4,1419,2023-04-27T07:03:54.510061
3,4033,2023-04-26T22:25:54.510063
4,3458,2023-04-27T09:14:54.510065
19,2024,2023-04-26T22:13:54.510066
19,666,2023-04-27T06:15:54.510068
5,3019,2023-04-26T20:30:54.510070
1,2526,2023-04-27T10:40:54.510071
12,4366,2023-04-26T19:49:54.510073
14,4585,2023-04-27T10:34:54.510074
20,1695,2023-04-27T12:25:54.510076
14,4740,2023-04-27T02:41:54.510078
26,2328,2023-04-27T00:25:54.510079
8,3996,2023-04-27T12:43:54.510081
0,4537,2023-04-27T08:03:54.510082
6,3186,2023-04-26T17:01:54.510084
23,1049,2023-04-26T23:23:54.510086
1,4260,2023-04-27T09:05:54.510087
25,3835,2023-04-27T01:07:54.510089
25,2235,2023-04-27T03:54:54.510091
24,4476,2023-04-26T14:13:54.510092
7,2098,2023-04-27T08:49:54.510094
9,2119,2023-04-26T17:22:54.510096
11,4926,2023-04-27T06:58:54.510097
28,3922,2023-04-27T02:28:54.510099
19,4607,2023-04-27T02:24:54.510100
16,1736,2023-04-27T04:01:54.510102
10,4970,2023-04-26T18:12:54.510104
27,3207,2023-04-27T00:59:54.510105
3,3491,2023-04-27T05:34:54.510107
19,4415,2023-04-27T08:22:54.510109
25,3985,2023-04-26T22:45:54.510110
23,4008,2023-04-27T04:30:54.510112
20,3476,2023-04-27T08:16:54.510114
20,4937,2023-04-27T07:34:54.510115
1,4838,2023-04-26T21:33:54.510117
2,1415,2023-04-26T22:40:54.510118
16,257,2023-04-27T11:25:54.510120
26,2198,2023-04-27T09:33:54.510122
10,10787,2023-04-27T04:10:54.510123
26,296,2023-04-26T23:09:54.510125
3,4491,2023-04-27T05:54:54.510127
2,3278,2023-04-27T04:54:54.510128
0,3306,2023-04-26T15:57:54.510130
22,3007,2023-04-26T17:52:54.510131
22,4054,2023-04-26T19:06:54.510133
13,2525,2023-04-26T21:52:54.510135
17,1819,2023-04-27T13:36:54.510136
12,3767,2023-04-27T06:40:54.510138
1,2960,2023-04-27T02:00:54.510139
28,4508,2023-04-27T08:12:54.510141
17,2900,2023-04-27T04:23:54.510143
3,2262,2023-04-26T13:48:54.510144
14,2787,2023-04-26T18:32:54.510146
17,702,2023-04-26T14:33:54.510148
10,4743,2023-04-27T02:46:54.510149
22,2716,2023-04-27T13:07:54.510151
11,4540,2023-04-27T10:41:54.510152
19,1911,2023-04-26T20:55:54.510154
19,1167,2023-04-26T20:41:54.510156
6,1132,2023-04-27T13:27:54.510157
27,375,2023-04-27T07:58:54.510159
9,4250,2023-04-27T08:29:54.510160
15,3664,2023-04-27T04:17:54.510162
15,1936,2023-04-26T23:56:54.510164
20,4325,2023-04-27T04:42:54.510165
29,935,2023-04-27T01:59:54.510167
5,780,2023-04-27T04:33:54.510169
17,3557,2023-04-27T06:55:54.510170
24,1343,2023-04-26T14:09:54.510172
26,1958,2023-04-27T01:17:54.510174
19,2689,2023-04-27T01:27:54.510175
22,16,2023-04-27T06:13:54.510177
23,4030,2023-04-27T06:30:54.510178
9,1947,2023-04-27T08:09:54.510180
16,4759,2023-04-26T19:43:54.510182
10,5207,2023-04-26T19:02:54.510183
3,1581,2023-04-27T01:48:54.510185
8,4553,2023-04-26T15:22:54.510187
28,3674,2023-04-27T03:59:54.510188
25,4349,2023-04-27T13:33:54.510190
16,609,2023-04-26T22:18:54.510191
18,4283,2023-04-27T06:00:54.510193
0,1096,2023-04-27T13:30:54.510195
16,3441,2023-04-27T01:53:54.510196
20,3132,2023-04-27T12:26:54.510198
28,1362,2023-04-27T00:24:54.510200
5,3026,2023-04-27T07:17:54.510201
6,864,2023-04-26T18:36:54.510203
0,2689,2023-04-27T13:18:54.510204
24,1617,2023-04-26T22:38:54.510206
18,596,2023-04-26T22:24:54.510208
26,1114,2023-04-26T20:43:54.510209
23,1666,2023-04-27T09:58:54.510211
15,4431,2023-04-27T06:14:54.510213
7,156,2023-04-26T18:42:54.510214
24,4817,2023-04-27T05:33:54.510216
7,2216,2023-04-27T04:27:54.510218
16,3833,2023-04-27T00:40:54.510219
14,1253,2023-04-27T08:54:54.510221
29,3876,2023-04-27T00:57:54.510223
17,3487,2023-04-27T10:35:54.510224
22,4127,2023-04-26T18:01:54.510226
3,4860,2023-04-27T06:49:54.510227
6,3339,2023-04-27T12:04:54.510229
10,6621,2023-04-26T18:17:54.510231
0,1540,2023-04-27T10:42:54.510232
6,3037,2023-04-27T07:31:54.510234
24,16,2023-04-27T01:54:54.510236
9,4902,2023-04-26T14:12:54.510238
27,1545,2023-04-27T00:36:54.510240
28,1880,2023-04-26T17:57:54.510242
14,4360,2023-04-26T18:51:54.510244
9,864,2023-04-26T14:06:54.510245
29,1984,2023-04-27T13:22:54.510247
1,4031,2023-04-27T02:04:54.510248
16,2259,2023-04-26T23:48:54.510250
1,4911,2023-04-26T17:08:54.510252
20,519,2023-04-26T22:20:54.510253
6,3526,2023-04-27T12:59:54.510255
14,2040,2023-04-26T17:56:54.510257
25,1743,2023-04-27T08:45:54.510258
7,1118,2023-04-26T19:52:54.510260
5,4374,2023-04-26T18:48:54.510261
5,4807,2023-04-26T18:41:54.510263
11,14,2023-04-27T00:05:54.510265
13,4959,2023-04-26T14:57:54.510266
15,2702,2023-04-26T19:32:54.510268
7,3556,2023-04-26T15:16:54.510269
20,36,2023-04-27T00:07:54.510271
26,4954,2023-04-27T08:19:54.510273
15,2095,2023-04-26T21:14:54.510274
1,4647,2023-04-27T10:27:54.510276
1,2828,2023-04-27T08:35:54.510278
16,4190,2023-04-27T01:14:54.510279
14,2083,2023-04-26T15:40:54.510281
14,3216,2023-04-26T14:22:54.510282
2,2254,2023-04-26T21:39:54.510284
3,293,2023-04-27T12:09:54.510286
9,848,2023-04-27T00:00:54.510287
26,898,2023-04-27T12:37:54.510289
28,2804,2023-04-27T00:19:54.510291
7,347,2023-04-27T07:21:54.510292
0,1571,2023-04-26T13:45:54.510294
19,4019,2023-04-27T11:04:54.510296
26,4831,2023-04-27T03:19:54.510297
26,4461,2023-04-26T21:39:54.510299
2,391,2023-04-26T20:22:54.510301
24,1940,2023-04-27T05:59:54.510302
8,2375,2023-04-27T04:57:54.510304
12,4879,2023-04-27T11:07:54.510306
3,1168,2023-04-26T17:19:54.510307
12,1497,2023-04-27T06:15:54.510309
2,81,2023-04-27T04:10:54.510311
9,2903,2023-04-26T16:00:54.510312
22,3296,2023-04-27T07:01:54.510314
4,1750,2023-04-26T14:56:54.510316
4,2559,2023-04-27T05:09:54.510317
2,2934,2023-04-26T16:46:54.510319
1,1569,2023-04-27T00:46:54.510320
17,3470,2023-04-27T09:29:54.510322
4,1314,2023-04-27T11:35:54.510324
29,1126,2023-04-27T11:59:54.510325
0,1445,2023-04-26T18:57:54.510327
18,2614,2023-04-27T06:49:54.510329
28,4039,2023-04-27T05:14:54.510330
16,1296,2023-04-27T03:28:54.510332
2,1755,2023-04-26T23:18:54.510333
20,3973,2023-04-27T00:31:54.510335
21,4975,2023-04-27T13:22:54.510337
18,3690,2023-04-26T21:22:54.510338
29,64,2023-04-26T17:37:54.510340
29,4101,2023-04-26T23:38:54.510342
26,3058,2023-04-27T02:24:54.510343
21,120,2023-04-26T14:45:54.510345
24,3999,2023-04-27T05:42:54.510346
14,1950,2023-04-26T23:26:54.510348
11,4554,2023-04-27T05:20:54.510350
1,1284,2023-04-27T10:43:54.510351
17,2780,2023-04-26T22:52:54.510353
4,3544,2023-04-27T00:44:54.510355
25,3743,2023-04-27T13:06:54.510357
3,3493,2023-04-27T09:17:54.510358
4,3992,2023-04-27T11:08:54.510360
17,4712,2023-04-27T08:19:54.510362
25,1004,2023-04-26T14:49:54.510363
6,2854,2023-04-26T23:14:54.510365
24,4227,2023-04-27T10:10:54.510366
9,1057,2023-04-27T10:09:54.510368
14,159,2023-04-26T16:14:54.510370
9,3539,2023-04-26T15:07:54.510371
10,2652,2023-04-27T11:42:54.510373
16,2743,2023-04-26T16:53:54.510375
27,1651,2023-04-27T07:33:54.510376
28,624,2023-04-27T07:50:54.510378
24,3539,2023-04-26T20:44:54.510379
17,3403,2023-04-27T11:04:54.510381
14,1520,2023-04-26T18:18:54.510383
5,4805,2023-04-27T01:11:54.510384
24,2830,2023-04-27T06:45:54.510386
5,2615,2023-04-27T11:22:54.510387
2,3651,2023-04-27T08:46:54.510389
1,3011,2023-04-27T09:07:54.510391
29,1345,2023-04-27T00:56:54.510392
8,4317,2023-04-27T03:03:54.510394
15,519,2023-04-27T12:07:54.510396
18,281,2023-04-27T13:20:54.510397
21,2428,2023-04-27T12:06:54.510399
25,1109,2023-04-26T19:22:54.510401
9,4756,2023-04-27T11:53:54.510402
21,537,2023-04-27T07:19:54.510404
0,1208,2023-04-27T11:53:54.510405
13,1936,2023-04-27T01:55:54.510407
10,16788,2023-04-26T15:59:54.510409
14,1519,2023-04-26T15:17:54.510410
18,1310,2023-04-26T17:18:54.510412
1,1141,2023-04-26T14:54:54.510414
25,4799,2023-04-27T12:20:54.510415
27,4571,2023-04-26T15:22:54.510417
16,4094,2023-04-27T03:52:54.510418
29,793,2023-04-26T22:52:54.510420
23,3095,2023-04-27T06:18:54.510422
15,4300,2023-04-27T01:38:54.510423
21,3414,2023-04-26T23:34:54.510425
12,3890,2023-04-27T05:46:54.510427
19,4749,2023-04-26T23:22:54.510428
28,2959,2023-04-27T07:00:54.510430
22,1176,2023-04-27T10:44:54.510432
18,1174,2023-04-26T23:34:54.510433
7,2028,2023-04-27T08:07:54.510435
2,2429,2023-04-26T14:49:54.510436
28,1758,2023-04-27T05:44:54.510438
19,2654,2023-04-27T12:45:54.510440
16,2363,2023-04-27T00:14:54.510441
20,733,2023-04-27T00:11:54.510443
21,3286,2023-04-27T08:38:54.510445
16,2650,2023-04-26T20:15:54.510446
27,1260,2023-04-26T19:34:54.510448
14,2044,2023-04-27T06:21:54.510449
15,3188,2023-04-27T01:30:54.510451
22,2230,2023-04-27T01:20:54.510453
24,4379,2023-04-26T14:29:54.510454
10,2844,2023-04-26T13:59:54.510456
10,6138,2023-04-26T18:10:54.510457
5,1940,2023-04-27T11:34:54.510459
14,453,2023-04-26T15:19:54.510461
13,4994,2023-04-27T11:19:54.510462
2,1949,2023-04-26T15:57:54.510464
6,2039,2023-04-27T03:03:54.510466
11,4752,2023-04-27T09:32:54.510467
14,2429,2023-04-26T13:57:54.510469
24,2614,2023-04-27T12:10:54.510470
11,3824,2023-04-27T05:46:54.510472
11,4485,2023-04-26T15:12:54.510474
5,2312,2023-04-27T07:11:54.510475
2,2483,2023-04-26T20:08:54.510477
28,66,2023-04-27T12:17:54.510479
7,3632,2023-04-26T20:53:54.510480
18,2391,2023-04-26T17:00:54.510482
16,3083,2023-04-27T11:46:54.510484
15,2765,2023-04-26T18:37:54.510485
20,1909,2023-04-27T04:01:54.510487
11,2541,2023-04-27T08:05:54.510488
12,899,2023-04-26T16:43:54.510490
20,1972,2023-04-26T22:29:54.510492
0,228,2023-04-27T09:47:54.510493
9,2585,2023-04-27T03:34:54.510495
27,805,2023-04-27T00:01:54.510497
29,896,2023-04-27T08:36:54.510498
24,1164,2023-04-26T18:12:54.510500
27,3372,2023-04-27T10:43:54.510502
15,4017,2023-04-26T19:56:54.510526
15,796,2023-04-27T06:05:54.510534
7,3429,2023-04-26T20:04:54.510535
21,757,2023-04-27T13:31:54.510537
24,2216,2023-04-26T15:37:54.510539
19,2115,2023-04-27T01:32:54.510540
27,2060,2023-04-26T15:43:54.510542
7,4883,2023-04-27T06:11:54.510544
9,656,2023-04-27T06:37:54.510545
28,4261,2023-04-27T13:28:54.510547
23,1050,2023-04-27T04:02:54.510548
9,127,2023-04-27T12:42:54.510550
3,2463,2023-04-27T01:01:54.510555
8,2820,2023-04-26T16:29:54.510556
4,1567,2023-04-26T19:54:54.510558
12,255,2023-04-27T07:30:54.510560
13,1957,2023-04-26T17:07:54.510561
4,4057,2023-04-27T12:26:54.510563
17,1949,2023-04-27T08:07:54.510564
29,3304,2023-04-27T06:34:54.510566
21,2457,2023-04-27T12:05:54.510568
18,4415,2023-04-27T12:37:54.510573
7,4570,2023-04-27T04:02:54.510575
27,2393,2023-04-27T00:10:54.510577
22,1601,2023-04-26T18:55:54.510578
4,695,2023-04-27T02:52:54.510580
23,4962,2023-04-26T18:53:54.510581
27,260,2023-04-26T23:52:54.510583
2,4004,2023-04-27T01:33:54.510585
23,4968,2023-04-27T02:03:54.510586
11,1973,2023-04-26T17:54:54.510588
13,4983,2023-04-27T03:29:54.510590
27,1574,2023-04-27T02:37:54.510591
7,4288,2023-04-26T21:54:54.510593
3,4368,2023-04-27T00:18:54.510595
22,4486,2023-04-27T08:07:54.510596
3,4237,2023-04-26T22:31:54.510598
7,1815,2023-04-27T09:22:54.510599
25,4110,2023-04-27T00:36:54.510601
21,3511,2023-04-27T11:08:54.510603
21,1070,2023-04-27T02:45:54.510605
28,4028,2023-04-26T20:21:54.510606
7,477,2023-04-26T18:00:54.510611
16,54,2023-04-26T18:26:54.510613
28,3392,2023-04-27T05:53:54.510614
0,4678,2023-04-26T21:45:54.510616
2,370,2023-04-27T05:41:54.510617
5,3210,2023-04-27T11:39:54.510619
22,393,2023-04-26T20:10:54.510623
11,4203,2023-04-27T01:14:54.510624
8,4281,2023-04-26T17:20:54.510626
26,2868,2023-04-27T12:54:54.510628
7,3804,2023-04-26T16:00:54.510629
25,4085,2023-04-27T04:13:54.510631
1,1243,2023-04-26T21:05:54.510632
2,4438,2023-04-26T20:28:54.510634
16,2129,2023-04-26T17:52:54.510636
17,2643,2023-04-26T18:37:54.510637
27,332,2023-04-27T04:05:54.510639
11,3424,2023-04-27T03:30:54.510640
5,1550,2023-04-27T04:05:54.510642
2,2428,2023-04-27T13:33:54.510644
17,3089,2023-04-27T02:12:54.510649
24,1682,2023-04-27T09:13:54.510650
4,2579,2023-04-27T04:38:54.510652
13,1405,2023-04-26T20:02:54.510654
13,1064,2023-04-27T00:58:54.510655
8,4885,2023-04-26T17:21:54.510657
1,4748,2023-04-27T03:42:54.510658
4,287,2023-04-27T01:17:54.510660
28,2967,2023-04-27T09:26:54.510662
13,1950,2023-04-27T06:51:54.510666
7,4572,2023-04-27T08:35:54.510668
7,544,2023-04-27T07:52:54.510670
22,4039,2023-04-26T18:12:54.510671
9,4793,2023-04-27T00:42:54.510673
2,3139,2023-04-27T07:34:54.510674
6,2017,2023-04-27T00:32:54.510676
23,245,2023-04-27T11:28:54.510678
13,534,2023-04-26T15:30:54.510679
7,3708,2023-04-26T18:06:54.510681
26,1560,2023-04-26T21:51:54.510682
28,2324,2023-04-26T23:43:54.510684
5,2830,2023-04-27T10:37:54.510686
3,2463,2023-04-27T05:13:54.510691
1,31,2023-04-27T03:27:54.510692
20,3015,2023-04-27T02:01:54.510694
9,260,2023-04-27T02:53:54.510695
15,1255,2023-04-27T03:12:54.510697
18,1971,2023-04-27T01:20:54.510699
27,2519,2023-04-26T13:41:54.510700
16,542,2023-04-26T22:13:54.510702
15,3294,2023-04-27T08:41:54.510703
17,2366,2023-04-27T09:34:54.510705
21,2581,2023-04-27T09:03:54.510706
12,3375,2023-04-26T19:37:54.510708
24,4474,2023-04-26T18:55:54.510710
3,391,2023-04-27T03:15:54.510711
4,867,2023-04-26T19:59:54.510713
19,2930,2023-04-27T13:23:54.510715
22,2935,2023-04-27T05:31:54.510716
28,4024,2023-04-27T04:14:54.510718
16,2280,2023-04-27T04:28:54.510719
21,3871,2023-04-27T07:48:54.510721
29,2710,2023-04-26T19:23:54.510723
20,1270,2023-04-27T07:03:54.510724
16,326,2023-04-26T20:42:54.510726
29,783,2023-04-26T14:57:54.510727
20,3649,2023-04-26T23:51:54.510729
26,4637,2023-04-27T05:25:54.510731
21,4799,2023-04-26T20:54:54.510732
14,569,2023-04-26T19:32:54.510734
26,3346,2023-04-26T18:49:54.510735
15,4419,2023-04-26T13:53:54.510737
9,1048,2023-04-27T01:21:54.510739
27,2109,2023-04-26T20:58:54.510740
21,3109,2023-04-27T08:22:54.510742
2,4596,2023-04-27T10:56:54.510743
7,4126,2023-04-27T05:14:54.510745
28,1842,2023-04-26T14:15:54.510747
13,2392,2023-04-26T21:06:54.510748
10,14042,2023-04-26T16:12:54.510750
19,2093,2023-04-26T18:39:54.510751
8,1652,2023-04-26T17:23:54.510753
18,1972,2023-04-27T01:05:54.510754
27,4776,2023-04-27T12:17:54.510756
24,2967,2023-04-27T09:51:54.510758
10,16904,2023-04-26T19:53:54.510762
25,81,2023-04-27T11:53:54.510764
5,2617,2023-04-27T02:05:54.510766
5,724,2023-04-27T08:47:54.510768
4,2026,2023-04-26T18:19:54.510769
3,2260,2023-04-27T06:24:54.510771
12,613,2023-04-26T21:53:54.510772
16,370,2023-04-26T18:18:54.510774
15,4553,2023-04-26T16:39:54.510776
23,648,2023-04-27T05:12:54.510777
6,4480,2023-04-26T13:45:54.510779
14,3261,2023-04-26T22:42:54.510780
18,3273,2023-04-27T13:13:54.510782
3,2489,2023-04-27T12:41:54.510784
9,3065,2023-04-26T23:10:54.510786
17,1893,2023-04-26T14:21:54.510787
22,4831,2023-04-27T12:22:54.510789
7,3967,2023-04-26T21:53:54.510790
0,1652,2023-04-26T22:49:54.510792
1,4432,2023-04-26T14:15:54.510793
17,3375,2023-04-26T19:53:54.510795
4,60,2023-04-26T14:26:54.510797
13,3824,2023-04-27T03:19:54.510798
8,1983,2023-04-26T17:29:54.510800
4,576,2023-04-27T00:22:54.510801
8,4035,2023-04-26T18:50:54.510803
6,4431,2023-04-27T06:04:54.510805
13,1444,2023-04-27T08:39:54.510806
21,4129,2023-04-26T20:41:54.510808
1,154,2023-04-27T10:53:54.510810
1,4332,2023-04-27T04:32:54.510811
11,3141,2023-04-26T19:17:54.510813
13,4656,2023-04-27T05:58:54.510814
19,2774,2023-04-26T19:13:54.510816
28,807,2023-04-27T00:22:54.510818
19,1555,2023-04-27T06:12:54.510819
24,695,2023-04-26T20:08:54.510821
6,4518,2023-04-26T15:46:54.510823
2,4181,2023-04-27T07:24:54.510824
24,4695,2023-04-27T04:29:54.510826
3,3616,2023-04-26T23:31:54.510827
21,3311,2023-04-26T20:28:54.510829
16,3575,2023-04-27T10:39:54.510831
4,4879,2023-04-26T17:18:54.510832
14,2404,2023-04-26T20:44:54.510834
6,4037,2023-04-26T18:45:54.510835
4,4653,2023-04-27T02:00:54.510837
6,2025,2023-04-26T17:05:54.510839
10,9698,2023-04-27T05:40:54.510840
28,3949,2023-04-26T20:04:54.510842
23,2718,2023-04-27T08:02:54.510844
3,2877,2023-04-26T21:22:54.510845
11,2548,2023-04-27T09:27:54.510847
13,4148,2023-04-27T00:04:54.510848
3,936,2023-04-26T21:03:54.510850
9,1973,2023-04-26T18:55:54.510852
12,2188,2023-04-27T04:01:54.510853
27,504,2023-04-26T18:30:54.510855
7,1982,2023-04-27T12:23:54.510856
14,4492,2023-04-27T01:49:54.510858
28,4922,2023-04-26T15:21:54.510860
27,3614,2023-04-27T11:56:54.510861
5,232,2023-04-26T15:29:54.510863
1,392,2023-04-27T13:35:54.510864
14,3590,2023-04-27T04:34:54.510866
0,4564,2023-04-27T08:18:54.510868
24,4855,2023-04-26T17:58:54.510869
16,13,2023-04-27T04:09:54.510871
6,4545,2023-04-26T18:46:54.510872
2,2325,2023-04-26T17:35:54.510874
29,1627,2023-04-27T05:37:54.510876
20,2871,2023-04-27T08:05:54.510877
0,3964,2023-04-27T04:38:54.510879
19,1267,2023-04-26T21:53:54.510881
15,4758,2023-04-26T17:39:54.510882
1,4691,2023-04-26T21:38:54.510884
26,2902,2023-04-27T11:22:54.510885
18,2833,2023-04-27T00:14:54.510890
10,5211,2023-04-26T14:52:54.510891
10,12062,2023-04-27T06:46:54.510893
15,3319,2023-04-27T11:38:54.510895
1,652,2023-04-27T06:45:54.510896
26,1994,2023-04-27T09:50:54.510898
14,260,2023-04-26T23:51:54.510899
27,1340,2023-04-27T05:53:54.510901
17,3147,2023-04-27T03:50:54.510903
7,3914,2023-04-27T05:50:54.510904
26,1689,2023-04-26T22:54:54.510906
29,1988,2023-04-27T06:42:54.510907
5,2226,2023-04-27T06:34:54.510909
25,2659,2023-04-27T08:31:54.510910
6,1144,2023-04-27T06:08:54.510912
3,2827,2023-04-27T00:31:54.510914
26,3697,2023-04-27T01:11:54.510915
22,4672,2023-04-26T19:40:54.510917
23,3646,2023-04-27T08:28:54.510918
15,4483,2023-04-26T19:43:54.510920
23,3390,2023-04-26T16:48:54.510922
8,2298,2023-04-26T15:50:54.510923
2,4831,2023-04-27T11:29:54.510925
11,2919,2023-04-27T09:25:54.510927
13,1190,2023-04-27T13:20:54.510928
27,4144,2023-04-26T22:59:54.510930
0,1744,2023-04-27T08:52:54.510932
9,4541,2023-04-27T00:48:54.510933
17,3664,2023-04-26T18:17:54.510935
15,2145,2023-04-27T00:06:54.510937
13,849,2023-04-26T22:48:54.510938
9,3001,2023-04-27T00:08:54.510940
15,1277,2023-04-26T15:05:54.510941
15,4334,2023-04-27T00:18:54.510943
8,4177,2023-04-26T21:13:54.510945
7,1019,2023-04-27T13:14:54.510946
24,15,2023-04-27T02:10:54.510948
13,3585,2023-04-27T11:59:54.510949
13,2839,2023-04-27T10:52:54.510951
19,1952,2023-04-26T17:31:54.510953
12,4736,2023-04-27T12:04:54.510954
11,2720,2023-04-27T00:51:54.510956
8,28,2023-04-26T14:46:54.510966
25,1040,2023-04-26T23:37:54.510968
8,1302,2023-04-26T23:20:54.510969
3,4271,2023-04-26T13:43:54.510971
2,4469,2023-04-27T07:43:54.510972
17,3656,2023-04-27T11:38:54.510974
25,570,2023-04-27T03:34:54.510976
14,3111,2023-04-26T19:22:54.510977
3,3471,2023-04-27T11:07:54.510979
20,4143,2023-04-26T15:33:54.510981
27,4407,2023-04-27T07:28:54.510982
27,4552,2023-04-27T09:17:54.510984
17,798,2023-04-26T23:16:54.510985
22,4315,2023-04-26T18:26:54.510987
1,3244,2023-04-26T16:30:54.510989
27,4393,2023-04-27T06:00:54.510990
29,4840,2023-04-26T15:34:54.510992
23,592,2023-04-27T13:22:54.510993
12,1318,2023-04-26T15:30:54.510995
7,3762,2023-04-27T09:37:54.510996
5,1314,2023-04-27T08:08:54.510998
6,1054,2023-04-27T03:15:54.511000
13,754,2023-04-26T13:40:54.511001
7,2375,2023-04-26T15:56:54.511003
26,4177,2023-04-26T17:30:54.511005
26,545,2023-04-27T07:17:54.511006
11,2366,2023-04-26T21:46:54.511008
0,4807,2023-04-27T01:04:54.511009
2,175,2023-04-27T01:48:54.511011
28,1208,2023-04-27T05:05:54.511013
15,3153,2023-04-27T07:14:54.511014
2,2420,2023-04-27T11:54:54.511016
15,3716,2023-04-27T10:54:54.511018
19,14,2023-04-26T21:35:54.511019
5,3615,2023-04-27T12:39:54.511021
29,2881,2023-04-27T07:54:54.511022
1,3299,2023-04-26T15:57:54.511024
24,4310,2023-04-26T16:27:54.511026
1,3802,2023-04-26T23:19:54.511027
15,685,2023-04-27T10:15:54.511029
20,2272,2023-04-27T10:53:54.511033
24,3171,2023-04-27T00:24:54.511035
17,3946,2023-04-27T05:34:54.511037
18,736,2023-04-27T03:05:54.511038
15,4491,2023-04-26T22:40:54.511040
2,2657,2023-04-27T08:32:54.511042
1,27,2023-04-27T05:57:54.511043
0,4970,2023-04-27T04:31:54.511045
13,1929,2023-04-27T01:30:54.511047
10,2791,2023-04-27T00:02:54.511048
11,3035,2023-04-27T05:00:54.511050
16,3680,2023-04-27T12:43:54.511051
10,14080,2023-04-26T21:37:54.511053
11,4620,2023-04-27T11:48:54.511055
16,1773,2023-04-26T19:39:54.511056
20,3202,2023-04-27T05:59:54.511058
14,827,2023-04-27T08:44:54.511059
23,403,2023-04-27T11:45:54.511064
15,3017,2023-04-27T05:53:54.511066
18,2777,2023-04-27T04:54:54.511067
27,4110,2023-04-26T21:29:54.511069
1,2161,2023-04-26T19:24:54.511070
18,2567,2023-04-27T03:17:54.511072
17,3456,2023-04-26T23:42:54.511074
14,3301,2023-04-27T11:07:54.511075
20,3770,2023-04-26T18:09:54.511077
28,317,2023-04-26T22:44:54.511078
4,2557,2023-04-27T13:35:54.511080
12,4354,2023-04-26T21:35:54.511082
3,1531,2023-04-27T01:23:54.511083
6,2585,2023-04-27T08:37:54.511085
26,3357,2023-04-27T02:08:54.511086
7,1119,2023-04-26T22:47:54.511088
12,3177,2023-04-27T05:31:54.511090
19,3375,2023-04-27T03:05:54.511091
14,3680,2023-04-27T08:01:54.511093
23,874,2023-04-27T08:15:54.511094
10,10982,2023-04-26T14:27:54.511096
15,781,2023-04-26T17:11:54.511098
18,2191,2023-04-27T11:16:54.511099
20,740,2023-04-27T02:15:54.511104
3,1190,2023-04-26T14:58:54.511105
8,1118,2023-04-26T22:08:54.511107
26,3970,2023-04-27T00:06:54.511109
14,580,2023-04-26T15:38:54.511110
11,3237,2023-04-26T20:39:54.511112
28,452,2023-04-27T01:18:54.511114
3,2180,2023-04-27T09:44:54.511115
6,3708,2023-04-27T07:50:54.511120
3,4896,2023-04-27T12:26:54.511122
26,4867,2023-04-26T14:30:54.511123
0,2081,2023-04-27T09:56:54.511125
12,797,2023-04-27T00:56:54.511127
23,2980,2023-04-27T09:51:54.511128
26,1679,2023-04-26T22:45:54.511130
0,1291,2023-04-27T13:25:54.511132
28,1113,2023-04-26T15:23:54.511133
5,3608,2023-04-27T06:03:54.511135
6,4297,2023-04-27T06:56:54.511137
13,1972,2023-04-26T21:48:54.511138
25,500,2023-04-26T22:51:54.511140
20,1935,2023-04-27T06:59:54.511141
5,1902,2023-04-27T07:53:54.511143
28,2577,2023-04-27T00:26:54.511145
3,1368,2023-04-27T12:27:54.511146
26,4005,2023-04-26T19:10:54.511148
19,2463,2023-04-26T19:05:54.511149
7,3940,2023-04-26T19:00:54.511151
18,3279,2023-04-26T22:51:54.511153
12,3175,2023-04-27T07:02:54.511154
14,3186,2023-04-27T00:48:54.511156
6,2489,2023-04-26T17:48:54.511158
23,1336,2023-04-27T09:02:54.511159
24,1481,2023-04-26T14:57:54.511161
